"","INSEE","ABS","winner","PCfn"
"13971","35175",49.32,"LUG",28.45
"13972","35176",52.36,"LUG",22.01
"13973","35177",46.55,"LUG",15.78
"13974","35178",49.86,"LUG",25.88
"13975","35179",55.47,"LFN",30.91
"13976","35180",46.08,"LUG",24.8
"13977","35181",46.14,"LUG",19.01
"13978","35183",56.79,"LUD",28.63
"13979","35184",50.89,"LUG",17.5
"13980","35185",53.85,"LUD",23.75
"13981","35186",49.89,"LUG",26.2
"13982","35187",46.17,"LUG",18.98
"13983","35188",48.96,"LUG",14.46
"13984","35189",41.76,"LUG",12.88
"13985","35190",55.74,"LFN",39.19
"13986","35191",54.13,"LUG",21.05
"13987","35192",43.35,"LUD",22.22
"13988","35193",46.23,"LUG",21.08
"13989","35194",52.43,"LUD",17.49
"13990","35195",47.82,"LUG",20.42
"13991","35196",48.79,"LUG",16.51
"13992","35197",48.79,"LUG",18.76
"13993","35198",51.53,"LUD",22.88
"13994","35199",51.43,"LUD",23.71
"13995","35200",52.25,"LUD",27.51
"13996","35201",50.67,"LUG",25.96
"13997","35202",58.15,"LFN",41.22
"13998","35203",43.93,"LUG",16.67
"13999","35204",51.91,"LUG",17.35
"14000","35205",58.25,"LUG",26.32
"14001","35206",48.42,"LUG",17.82
"14002","35207",48.22,"LUG",14.59
"14003","35208",45.73,"LUG",18.34
"14004","35209",52.5,"LUG",23.22
"14005","35210",45.8,"LUG",11.91
"14006","35211",45.1,"LUG",21.01
"14007","35212",47.47,"LUG",17.63
"14008","35214",51.06,"LUD",27.44
"14009","35215",53.35,"LUD",26.46
"14010","35216",46.43,"LUG",16.26
"14011","35217",52.64,"LUD",15.05
"14012","35218",48.01,"LFN",32.73
"14013","35219",53.82,"LUG",28.88
"14014","35220",51.02,"LUD",20.16
"14015","35221",52.18,"LUG",29.21
"14016","35222",43.86,"LFN",29.83
"14017","35223",49.7,"LUG",22.68
"14018","35224",53.12,"LUG",24.77
"14019","35225",44.7,"LUG",23.74
"14020","35226",51.21,"LUG",26.27
"14021","35227",49.12,"LUG",19.51
"14022","35228",50.87,"LUG",24.33
"14023","35229",50,"LUD",15.51
"14024","35230",55.45,"LUD",20.33
"14025","35231",46.52,"LUG",17.89
"14026","35232",53.17,"LFN",29.25
"14027","35233",45.5,"LUG",18.7
"14028","35234",50.4,"LUG",20.79
"14029","35235",47.83,"LUD",28.03
"14030","35236",52.37,"LUG",16.19
"14031","35237",48.73,"LUG",31.42
"14032","35238",53.98,"LUG",11.16
"14033","35239",53.9,"LUG",19.58
"14034","35240",49.44,"LUG",11.42
"14035","35241",45.68,"LUG",20.69
"14036","35242",52.71,"LUG",12.5
"14037","35243",48.67,"LUD",23.68
"14038","35244",51.28,"LUG",26.97
"14039","35245",48.73,"LUG",16.06
"14040","35246",53.2,"LUG",22.84
"14041","35247",45.17,"LUG",21.33
"14042","35248",49.35,"LUG",29.57
"14043","35249",45.72,"LUG",27.2
"14044","35250",48.28,"LUG",16.69
"14045","35251",53.19,"LUG",17.44
"14046","35252",50.28,"LUD",25.89
"14047","35253",48.5,"LUG",18.6
"14048","35254",43.36,"LUG",20.49
"14049","35255",52.77,"LUG",24.4
"14050","35256",45.91,"LUD",13
"14051","35257",47.8,"LUG",23.63
"14052","35258",41,"LUG",14.81
"14053","35259",44.53,"LUG",24.31
"14054","35260",50.83,"LUG",23
"14055","35261",38.1,"LFN",39.08
"14056","35262",48.15,"LUD",14.95
"14057","35263",46.99,"LUG",21.81
"14058","35264",55.18,"LUG",19.09
"14059","35265",47.73,"LUG",17.8
"14060","35266",46.55,"LUG",17.47
"14061","35267",53.24,"LFN",30.57
"14062","35268",63.17,"LFN",37.61
"14063","35269",52.62,"LUD",26.32
"14064","35270",46.56,"LFN",42.31
"14065","35271",63.23,"LFN",30
"14066","35272",57.02,"LUD",21.56
"14067","35273",47.29,"LUD",20.88
"14068","35274",42.72,"LUG",10.23
"14069","35275",42.23,"LUG",17.86
"14070","35276",42.46,"LUG",22.22
"14071","35277",37.63,"LUG",22.02
"14072","35278",44.2,"LUD",10.33
"14073","35279",50.44,"LUG",23.42
"14074","35280",50.29,"LFN",30.46
"14075","35281",55.28,"LUG",15.42
"14076","35282",47.82,"LUG",21.41
"14077","35283",52.18,"LUD",15.45
"14078","35284",48.64,"LUG",20.4
"14079","35285",54.15,"LUG",23.43
"14080","35286",39.55,"LUG",15.84
"14081","35287",41.63,"LUG",19.24
"14082","35288",52.27,"LUG",17.82
"14083","35289",50.86,"LUG",24.41
"14084","35290",55.63,"LFN",31.94
"14085","35291",45.43,"LFN",34.1
"14086","35292",48.62,"LUG",24.03
"14087","35293",42.82,"LUG",21.08
"14088","35294",52.01,"LUG",22.12
"14089","35295",45.19,"LUG",25.26
"14090","35296",48.08,"LUG",21.24
"14091","35297",45.99,"LUG",23.53
"14092","35299",50.4,"LUG",25.71
"14093","35300",54.48,"LUD",22.75
"14094","35301",49.14,"LUG",21.43
"14095","35302",46.2,"LFN",31.81
"14096","35303",49.68,"LUD",26.03
"14097","35304",51.89,"LUG",26.73
"14098","35305",37.59,"LUG",26.28
"14099","35306",49.95,"LUG",24.71
"14100","35307",43.98,"LUD",11.73
"14101","35308",47.09,"LUG",24.95
"14102","35309",57.09,"LUG",30.77
"14103","35310",49.14,"LUG",21.75
"14104","35311",51.74,"LFN",35.54
"14105","35312",49.8,"LUG",19.97
"14106","35314",46.33,"LUG",17.16
"14107","35315",45.32,"LUG",10.66
"14108","35316",49.9,"LFN",37.23
"14109","35317",46.12,"LUG",14.85
"14110","35318",46.13,"LUG",22.5
"14111","35319",51.21,"LUG",23.44
"14112","35320",51.88,"LUG",18.97
"14113","35321",51.05,"LUG",24.22
"14114","35322",54.08,"LUG",25.56
"14115","35323",45.82,"LUD",23.56
"14116","35324",39.71,"LUD",22.17
"14117","35325",57.6,"LUD",28
"14118","35326",50.49,"LUG",24.9
"14119","35327",50.91,"LUG",17.03
"14120","35328",55.63,"LUG",30.18
"14121","35329",57.78,"LUG",28.22
"14122","35330",51.32,"LUG",23.31
"14123","35331",46.9,"LUG",21.22
"14124","35332",60.86,"LUG",28.17
"14125","35333",52.78,"LUG",28.77
"14126","35334",45.7,"LUG",11.68
"14127","35335",51.18,"LUG",23.73
"14128","35336",39.74,"LUG",27.06
"14129","35337",48.07,"LUG",18.14
"14130","35338",41.98,"LUD",22.81
"14131","35339",53.21,"LUG",20.44
"14132","35340",47.09,"LUG",23.42
"14133","35341",50.14,"LFN",33.33
"14134","35342",36.73,"LUG",13.29
"14135","35343",53.75,"LFN",30.62
"14136","35344",51.76,"LFN",31.78
"14137","35345",54.35,"LUG",17.42
"14138","35346",40.79,"LUG",25
"14139","35347",52.16,"LUD",20.12
"14140","35348",52.84,"LUD",20.8
"14141","35350",49.82,"LUD",26.64
"14142","35351",47.59,"LUG",22.01
"14143","35352",50.1,"LUG",14.97
"14144","35353",43.71,"LUG",14.44
"14145","35354",52.5,"LFN",38.61
"14146","35355",53.19,"LUG",27.06
"14147","35356",46.96,"LUG",15.81
"14148","35357",49.6,"LUG",25
"14149","35358",51.62,"LUG",19.42
"14150","35359",57.12,"LFN",39.04
"14151","35360",53.17,"LUD",13.11
"14152","35361",52.38,"LFN",28.79
"14153","35362",46.07,"LFN",32.09
"14154","35363",47.56,"LUG",18.83
"14155","36001",48.58,"LUD",28.45
"14156","36002",40.18,"LUD",21.31
"14157","36003",44.7,"LFN",38.78
"14158","36004",44.12,"LFN",46.81
"14159","36005",49.37,"LFN",29.76
"14160","36006",45.78,"LUG",22.93
"14161","36007",49.8,"LFN",34.02
"14162","36008",43.65,"LFN",41.28
"14163","36009",49.3,"LFN",32.88
"14164","36010",47.82,"LFN",32.44
"14165","36011",34.29,"LFN",39.76
"14166","36012",40.7,"LUG",26.38
"14167","36013",41.71,"LFN",40.69
"14168","36014",43.15,"LFN",34.65
"14169","36015",49.06,"LUD",16.67
"14170","36016",46.15,"LFN",33.65
"14171","36017",47.95,"LUD",33.93
"14172","36018",52.81,"LUG",30.23
"14173","36019",41.51,"LFN",38.66
"14174","36020",32.81,"LUG",9.76
"14175","36021",47.65,"LUG",31.58
"14176","36022",52.47,"LUD",24.31
"14177","36023",46.23,"LFN",41.75
"14178","36024",31.18,"LFN",56.9
"14179","36025",47.88,"LUD",26.64
"14180","36026",45.04,"LFN",42.25
"14181","36027",42.13,"LFN",43.12
"14182","36028",39.56,"LUD",32.65
"14183","36029",46.67,"LFN",40.86
"14184","36030",44.62,"LFN",30
"14185","36031",49.67,"LFN",34.76
"14186","36032",47.86,"LFN",31.13
"14187","36033",40.97,"LFN",39.13
"14188","36034",49.18,"LFN",36.09
"14189","36035",54.58,"LFN",31.97
"14190","36036",49.65,"LFN",39.13
"14191","36037",55.51,"LUD",30
"14192","36038",47.14,"LFN",37.88
"14193","36040",40.2,"LUD",24.56
"14194","36041",42.24,"LUD",37.5
"14195","36042",49.81,"LUD",27.42
"14196","36043",42.04,"LUD",19.09
"14197","36044",56.37,"LUG",24.59
"14198","36045",50.3,"LFN",30.1
"14199","36046",45.87,"LUD",20.17
"14200","36047",51.38,"LUG",25.63
"14201","36048",41.13,"LFN",36.84
"14202","36049",33,"LUG",23.44
"14203","36050",50.74,"LFN",34.62
"14204","36051",43.62,"LUD",17.5
"14205","36052",44.19,"LUD",27.54
"14206","36053",49.19,"LUD",26.5
"14207","36054",46.44,"LUD",24.79
"14208","36055",46.45,"LFN",36.08
"14209","36056",49.66,"LUD",27.46
"14210","36057",45.05,"LFN",37.5
"14211","36058",45.6,"LFN",35.69
"14212","36059",45.85,"LFN",39.42
"14213","36060",49.82,"LFN",31.35
"14214","36061",47.45,"LFN",31.37
"14215","36062",34.94,"LUG",20.61
"14216","36063",55.16,"LFN",30.06
"14217","36064",42.83,"LFN",39.86
"14218","36065",45.19,"LFN",29.09
"14219","36066",44.6,"LFN",34.21
"14220","36067",45.24,"LUD",20.45
"14221","36068",41.48,"LFN",33.5
"14222","36069",44.74,"LFN",35.74
"14223","36070",42.71,"LUG",27.13
"14224","36071",42.72,"LFN",29.33
"14225","36072",50.65,"LFN",32
"14226","36073",42.17,"LUD",33.33
"14227","36074",52.26,"LFN",34.69
"14228","36075",40.48,"LFN",42.55
"14229","36076",35.78,"LUD",28.08
"14230","36077",43.75,"LFN",37.76
"14231","36078",44,"LFN",32.81
"14232","36079",40,"LFN",34.29
"14233","36080",37.04,"LUD",22.58
"14234","36081",38.02,"LUG",16.99
"14235","36082",38.5,"LFN",40.16
"14236","36083",33.33,"LUD",25.76
"14237","36084",54.01,"LUD",30.84
"14238","36085",38.04,"LFN",46.85
"14239","36086",43.31,"LFN",33.53
"14240","36087",46.49,"LFN",38.69
"14241","36088",54.79,"LUG",27.13
"14242","36089",58.46,"LFN",47.17
"14243","36090",30.53,"LFN",33.33
"14244","36091",42.67,"LUD",24.33
"14245","36092",46.67,"LFN",33.91
"14246","36093",49.43,"LFN",35.05
"14247","36094",49.18,"LFN",32.95
"14248","36095",38.95,"LFN",33.33
"14249","36096",50.29,"LFN",40
"14250","36097",39.1,"LFN",33.33
"14251","36098",36.96,"LUD",35.19
"14252","36099",51.28,"LFN",34.15
"14253","36100",41.74,"LUD",26.15
"14254","36101",51.03,"LFN",34.63
"14255","36102",49.53,"LFN",46.81
"14256","36103",38.54,"LFN",35.47
"14257","36104",47.12,"LUD",26.67
"14258","36105",45.29,"LUD",23.81
"14259","36106",36.67,"LFN",40.58
"14260","36107",46.91,"LUD",29.77
"14261","36108",44.72,"LFN",30.1
"14262","36109",46.92,"LUD",30.48
"14263","36110",51.02,"LUD",35.16
"14264","36111",53.63,"LUG",29.11
"14265","36112",49.66,"LFN",37.23
"14266","36113",53.42,"LFN",32.55
"14267","36114",44.29,"LFN",36.99
"14268","36115",52.21,"LFN",26.92
"14269","36116",30.19,"LUD",28.57
"14270","36117",34.38,"LUG",23.19
"14271","36118",45.83,"LFN",37.59
"14272","36119",45.38,"LUD",28.29
"14273","36120",48.27,"LFN",35.27
"14274","36121",34.59,"LFN",40.51
"14275","36122",50.31,"LFN",37.5
"14276","36123",43.3,"LFN",30.2
"14277","36124",40,"LFN",36.64
"14278","36125",46.15,"LFN",50
"14279","36126",51.67,"LUD",26.56
"14280","36127",47.05,"LUD",26.45
"14281","36128",49.63,"LFN",38.02
"14282","36129",43.86,"LFN",27.92
"14283","36130",32.69,"LUD",30
"14284","36131",43.36,"LFN",37.44
"14285","36132",37.14,"LUD",40.91
"14286","36133",58.26,"LUD",31.4
"14287","36134",53.23,"LFN",42.86
"14288","36135",36.36,"LFN",29.14
"14289","36136",28.57,"LUD",18.31
"14290","36137",42.05,"LFN",28.4
"14291","36138",34.43,"LFN",34.78
"14292","36139",49.3,"LFN",43.27
"14293","36140",44.18,"LFN",35.67
"14294","36141",50.32,"LFN",31.71
"14295","36142",45.97,"LFN",34.08
"14296","36143",47.67,"LUD",22.65
"14297","36144",40.47,"LFN",35.17
"14298","36145",46.77,"LUG",24.73
"14299","36146",51.07,"LUD",23.97
"14300","36147",36.28,"LFN",30.43
"14301","36148",35.91,"LFN",35.75
"14302","36149",45.79,"LFN",36.73
"14303","36150",56.71,"LUG",26.29
"14304","36151",55.05,"LUD",34.52
"14305","36152",49.58,"LFN",31.58
"14306","36153",47.22,"LFN",36.69
"14307","36154",44.86,"LUG",26.05
"14308","36155",34.77,"LFN",34.16
"14309","36156",52.94,"LFN",38.13
"14310","36157",44.37,"LFN",40.51
"14311","36158",48.41,"LFN",34.22
"14312","36159",48.33,"LUG",22.52
"14313","36160",37.79,"LUD",24.59
"14314","36161",45.39,"LUG",31.02
"14315","36162",45.04,"LFN",33.68
"14316","36163",59.28,"LFN",30.46
"14317","36164",51.63,"LUD",30.49
"14318","36165",49.32,"LUG",28.71
"14319","36166",39.52,"LUD",34.38
"14320","36167",40.58,"LFN",36.99
"14321","36168",49.73,"LUD",25.86
"14322","36169",49.75,"LFN",38.42
"14323","36170",36.78,"LUD",30.91
"14324","36171",46.68,"LUG",27.98
"14325","36172",47.46,"LFN",25.88
"14326","36173",43.75,"LFN",40.83
"14327","36174",47.62,"LUG",18.57
"14328","36175",51.61,"LFN",51.97
"14329","36176",48.78,"LFN",30.69
"14330","36177",50.19,"LUD",29.37
"14331","36178",45.49,"LFN",46.46
"14332","36179",50.99,"LFN",39.44
"14333","36180",46.68,"LUD",27.19
"14334","36181",59.38,"LFN",32.14
"14335","36182",46.33,"LUG",24.9
"14336","36183",44.05,"LFN",48.89
"14337","36184",47.73,"LFN",32.09
"14338","36185",45.19,"LFN",31.39
"14339","36186",42.72,"LUD",24.51
"14340","36187",41.09,"LUD",25.71
"14341","36188",51.63,"LUD",27.54
"14342","36189",46.58,"LUD",31.95
"14343","36190",37.5,"LFN",40.71
"14344","36191",42.29,"LFN",39.45
"14345","36192",48.94,"LUG",28.89
"14346","36193",46.01,"LFN",45.37
"14347","36194",51.56,"LFN",45.53
"14348","36195",41.73,"LFN",34.19
"14349","36196",43.59,"LVEC",23.26
"14350","36197",45.99,"LFN",36.62
"14351","36198",43.64,"LFN",36.11
"14352","36199",43.37,"LUD",22.88
"14353","36200",47.61,"LUG",24.5
"14354","36201",36.07,"LFN",34.29
"14355","36202",48.66,"LUD",28.52
"14356","36203",51.02,"LUD",22.73
"14357","36204",37.5,"LFN",39.35
"14358","36205",48.18,"LUD",29.09
"14359","36206",33.33,"LUD",40
"14360","36207",46.62,"LUG",22.59
"14361","36208",48.92,"LUD",22.74
"14362","36209",54.17,"LFN",33.33
"14363","36210",52.29,"LFN",30.17
"14364","36211",54.66,"LFN",44.94
"14365","36212",40.14,"LFN",28.57
"14366","36213",38.74,"LFN",34.88
"14367","36214",58.13,"LFN",35.78
"14368","36215",42.39,"LFN",37.02
"14369","36216",38.98,"LFN",52.94
"14370","36217",40,"LUG",27.78
"14371","36218",41.61,"LUD",29.73
"14372","36219",43.38,"LFN",34.4
"14373","36220",52.7,"LUG",25.4
"14374","36221",49.69,"LUD",27.33
"14375","36222",46.41,"LFN",33.64
"14376","36223",45.86,"LUD",22.39
"14377","36224",49.51,"LUG",27.57
"14378","36225",34.53,"LFN",50.56
"14379","36226",49.12,"LFN",30.15
"14380","36227",49.26,"LUD",35.42
"14381","36228",39.79,"LFN",31.08
"14382","36229",50.28,"LFN",37.3
"14383","36230",50.44,"LFN",30.7
"14384","36231",44.54,"LFN",35.7
"14385","36232",50.18,"LFN",40.99
"14386","36233",50.56,"LFN",45.63
"14387","36234",43.68,"LUD",28.47
"14388","36235",48.83,"LFN",32.62
"14389","36236",47.84,"LUD",30.61
"14390","36237",50.55,"LFN",44.63
"14391","36238",43.01,"LFN",46
"14392","36239",50.75,"LFN",35.29
"14393","36240",45.21,"LFN",37.4
"14394","36241",49.74,"LFN",36.94
"14395","36242",38.71,"LFN",50
"14396","36243",44.62,"LFN",41.98
"14397","36244",45.23,"LFN",43.36
"14398","36245",43.22,"LUD",28.65
"14399","36246",32.39,"LUD",31.52
"14400","36247",46.67,"LFN",42.86
"14401","36248",43.92,"LFN",37.25
"14402","37001",50.06,"LFN",41.94
"14403","37002",48.04,"LFN",38.83
"14404","37003",50.07,"LUG",24.28
"14405","37004",41.98,"LUD",22.15
"14406","37005",51.12,"LFN",41.08
"14407","37006",50.73,"LFN",30.28
"14408","37007",43.8,"LFN",44.44
"14409","37008",51.34,"LFN",36.13
"14410","37009",47.87,"LFN",39.31
"14411","37010",47.9,"LFN",38.46
"14412","37011",53.31,"LUG",27.96
"14413","37012",46.72,"LFN",34.22
"14414","37013",53.33,"LFN",42.14
"14415","37014",55.28,"LUD",24.75
"14416","37015",48.41,"LUG",25
"14417","37016",42.58,"LFN",32.95
"14418","37018",47.91,"LUG",23.29
"14419","37019",41.78,"LUD",28.28
"14420","37020",45.03,"LFN",30.41
"14421","37021",51.91,"LFN",33.68
"14422","37022",50.22,"LUG",23.56
"14423","37023",49.32,"LUD",24.27
"14424","37024",48.69,"LFN",31.52
"14425","37025",46.46,"LFN",33.09
"14426","37026",45.15,"LFN",38.21
"14427","37027",48.01,"LFN",30.39
"14428","37028",47.83,"LFN",30.42
"14429","37029",45.02,"LFN",36.03
"14430","37030",49.35,"LFN",37.5
"14431","37031",48.38,"LUG",24.44
"14432","37032",42.93,"LFN",32.17
"14433","37033",45.23,"LUG",21.9
"14434","37034",51.69,"LUD",22.76
"14435","37035",44.66,"LFN",45.97
"14436","37036",49.73,"LFN",32.22
"14437","37037",47.32,"LFN",35.29
"14438","37038",49.4,"LUG",28.37
"14439","37039",50.13,"LFN",44.77
"14440","37040",44.78,"LUD",27.93
"14441","37041",52.29,"LFN",36.67
"14442","37042",45.85,"LUD",23.81
"14443","37043",47.17,"LFN",37.65
"14444","37044",38.36,"LUD",27.69
"14445","37045",50.06,"LFN",36.32
"14446","37046",40.11,"LUD",25.89
"14447","37047",51.97,"LFN",32.45
"14448","37048",45.17,"LFN",31.06
"14449","37049",51.46,"LFN",29
"14450","37050",49.25,"LUG",22.15
"14451","37051",54.53,"LUD",29.86
"14452","37052",46.58,"LFN",28.71
"14453","37053",45.93,"LUD",22.86
"14454","37054",48.86,"LFN",30.54
"14455","37055",51.37,"LFN",40.08
"14456","37056",43.68,"LFN",32.94
"14457","37057",48.61,"LFN",32.2
"14458","37058",51.47,"LFN",43.24
"14459","37059",44.67,"LUD",25.53
"14460","37060",49.15,"LFN",29.74
"14461","37061",43.14,"LUD",28.57
"14462","37062",54.72,"LFN",36.21
"14463","37063",55.81,"LFN",34.84
"14464","37064",43.5,"LUG",21.3
"14465","37065",49.68,"LFN",34.53
"14466","37066",44.42,"LFN",26.01
"14467","37067",48.66,"LUG",27.82
"14468","37068",48.35,"LFN",34.17
"14469","37069",43.5,"LUD",18.49
"14470","37070",50,"LUD",28.91
"14471","37071",47.11,"LFN",30.51
"14472","37072",53.09,"LUG",23.49
"14473","37073",44.63,"LFN",32.82
"14474","37074",53.35,"LFN",37.15
"14475","37075",44.29,"LFN",35.03
"14476","37076",42.86,"LUG",21.98
"14477","37077",48.19,"LFN",33.8
"14478","37078",47.49,"LFN",37.24
"14479","37079",53.78,"LFN",32.94
"14480","37080",31.82,"LFN",42.42
"14481","37081",47.47,"LFN",40.6
"14482","37082",52.21,"LFN",34.36
"14483","37083",49.29,"LUD",23.97
"14484","37084",62.59,"LFN",34.44
"14485","37085",46.68,"LFN",34.29
"14486","37086",49.85,"LFN",50
"14487","37087",50.26,"LFN",31.87
"14488","37088",51.52,"LFN",38.3
"14489","37089",55.14,"LUD",28.3
"14490","37090",28.13,"LUG",19.7
"14491","37091",44.13,"LFN",29.62
"14492","37092",51.77,"LUD",30.56
"14493","37093",47.16,"LFN",41.05
"14494","37094",45.72,"LFN",39.45
"14495","37095",47.3,"LFN",29.17
"14496","37096",51.09,"LUG",23.04
"14497","37097",50.52,"LFN",28.83
"14498","37098",51.18,"LFN",33.85
"14499","37099",44.87,"LFN",34.49
"14500","37100",38.87,"LFN",32.93
"14501","37101",52.9,"LFN",42.86
"14502","37102",49.14,"LFN",45.28
"14503","37103",50,"LFN",49.06
"14504","37104",50.2,"LUG",25.54
"14505","37105",42.39,"LFN",40.65
"14506","37106",41.74,"LUG",22.95
"14507","37107",44.74,"LFN",28.83
"14508","37108",43.72,"LFN",36.24
"14509","37109",48.88,"LUD",18.92
"14510","37110",50.77,"LFN",33.58
"14511","37111",42.76,"LFN",31.04
"14512","37112",53.23,"LFN",32.39
"14513","37113",46.55,"LFN",28.81
"14514","37114",38.98,"LFN",39.6
"14515","37115",48.05,"LFN",31.7
"14516","37116",45.36,"LUD",27.09
"14517","37117",52.91,"LFN",42.42
"14518","37118",51.91,"LUG",23.56
"14519","37119",51.39,"LFN",31.55
"14520","37120",35.64,"LFN",38.82
"14521","37121",54.03,"LFN",31.87
"14522","37122",53.5,"LUG",23.9
"14523","37123",46.76,"LUG",29.85
"14524","37124",40.19,"LUG",22.66
"14525","37125",57.54,"LUG",25.38
"14526","37126",49.01,"LUD",20.16
"14527","37127",46.02,"LFN",29.06
"14528","37128",45.3,"LFN",32.75
"14529","37129",50.06,"LFN",32.28
"14530","37130",41.1,"LUG",28.22
"14531","37131",46.1,"LFN",30.71
"14532","37132",50.77,"LUD",24.88
"14533","37133",54.36,"LFN",30.77
"14534","37134",48.98,"LFN",37.72
"14535","37135",44.6,"LFN",36.28
"14536","37136",45.26,"LFN",29.32
"14537","37137",39.81,"LUD",28.33
"14538","37138",50.16,"LUG",24.68
"14539","37139",49.83,"LUD",24.86
"14540","37140",53.6,"LFN",35
"14541","37141",49.27,"LFN",37.15
"14542","37142",50.95,"LFN",29.09
"14543","37143",45.35,"LFN",32.13
"14544","37144",43.91,"LFN",40.78
"14545","37145",45.03,"LFN",48.39
"14546","37146",46.7,"LUG",21.84
"14547","37147",49.34,"LFN",31.22
"14548","37148",50.98,"LFN",40.57
"14549","37149",48.19,"LUD",22.5
"14550","37150",46.1,"LFN",33.2
"14551","37151",46.35,"LUD",26.19
"14552","37152",51.27,"LUG",21.34
"14553","37153",48.26,"LFN",29.77
"14554","37154",46.37,"LUD",22.82
"14555","37155",50.77,"LUD",30.19
"14556","37156",51.36,"LUG",24.97
"14557","37157",45.57,"LUD",26.58
"14558","37158",51.25,"LFN",40.31
"14559","37159",51.74,"LUG",28.75
"14560","37160",49.36,"LUD",22.81
"14561","37161",43.64,"LUD",28.3
"14562","37162",38.95,"LUG",26.7
"14563","37163",50.43,"LFN",33.75
"14564","37165",47.25,"LFN",32.91
"14565","37166",52.4,"LFN",40.44
"14566","37167",53.19,"LFN",34.2
"14567","37168",50.55,"LFN",32.79
"14568","37169",49.31,"LFN",38.21
"14569","37170",51.34,"LUD",21.07
"14570","37171",46.98,"LFN",30.53
"14571","37172",46.32,"LUG",23.11
"14572","37173",45.01,"LFN",31.31
"14573","37174",49.59,"LFN",32.18
"14574","37175",41.01,"LFN",28.89
"14575","37176",45.16,"LFN",40
"14576","37177",45.14,"LFN",33.22
"14577","37178",43.16,"LFN",38.4
"14578","37179",52.79,"LFN",32.71
"14579","37180",49.01,"LFN",35.12
"14580","37181",39.68,"LFN",32.08
"14581","37182",46.08,"LUG",31.82
"14582","37183",50.75,"LFN",35.48
"14583","37184",48.34,"LUD",15.97
"14584","37185",51.01,"LFN",27.42
"14585","37186",49,"LFN",29.07
"14586","37187",47.67,"LFN",30.66
"14587","37188",49.67,"LFN",34.81
"14588","37189",44.21,"LUG",24.7
"14589","37190",43.33,"LFN",43.9
"14590","37191",54.19,"LFN",42.67
"14591","37192",44.7,"LFN",28.86
"14592","37193",50.14,"LFN",32.53
"14593","37194",48.08,"LFN",28.43
"14594","37195",52.13,"LUG",22.08
"14595","37196",53.13,"LFN",33.61
"14596","37197",50,"LUG",22.81
"14597","37198",53.26,"LFN",45.76
"14598","37199",54.95,"LFN",28.95
"14599","37200",47.87,"LFN",29.91
"14600","37201",52.87,"LFN",31.87
"14601","37202",51.55,"LFN",26.56
"14602","37203",45.55,"LUD",19.61
"14603","37204",47.17,"LFN",31.98
"14604","37205",44.86,"LFN",34.69
"14605","37206",47.88,"LFN",28.53
"14606","37207",53.26,"LFN",46.02
"14607","37208",46.38,"LUD",18.48
"14608","37209",47.09,"LFN",41.38
"14609","37210",49.68,"LFN",30.57
"14610","37211",53.23,"LFN",34.18
"14611","37212",50,"LFN",33.09
"14612","37213",51.36,"LFN",37.62
"14613","37214",46.69,"LUD",17.34
"14614","37216",49.62,"LFN",34.12
"14615","37217",53.19,"LUG",25.24
"14616","37218",44.03,"LFN",33.33
"14617","37219",49.79,"LUG",26.91
"14618","37220",50,"LUG",21.85
"14619","37221",51.46,"LFN",38.81
"14620","37222",46.1,"LFN",32.62
"14621","37223",49.78,"LFN",42
"14622","37224",48.58,"LFN",29.58
"14623","37225",49.09,"LFN",28.46
"14624","37226",52.2,"LFN",30.57
"14625","37227",48.69,"LFN",37.45
"14626","37228",49.78,"LFN",39.91
"14627","37229",47.83,"LFN",37.14
"14628","37230",43.45,"LFN",32.18
"14629","37231",51.32,"LFN",35.29
"14630","37232",45.75,"LFN",30.62
"14631","37233",57.3,"LUG",22.96
"14632","37234",43.39,"LFN",32.24
"14633","37236",43.26,"LUD",27.96
"14634","37237",45.88,"LFN",31.68
"14635","37238",44.11,"LFN",38.95
"14636","37240",41.14,"LFN",37.59
"14637","37241",50.1,"LFN",36.56
"14638","37242",54.03,"LFN",29.77
"14639","37243",46.72,"LUG",25.3
"14640","37244",50.22,"LFN",39.81
"14641","37245",51.11,"LFN",27.42
"14642","37246",53.23,"LFN",39.76
"14643","37247",47.77,"LFN",33.04
"14644","37248",50,"LUG",25.4
"14645","37249",51.19,"LFN",35.51
"14646","37250",51.89,"LFN",34.26
"14647","37251",47.27,"LFN",42.12
"14648","37252",40.88,"LFN",32.7
"14649","37253",39.01,"LFN",42.17
"14650","37254",45.37,"LFN",28.21
"14651","37255",50.5,"LFN",35.11
"14652","37256",47.2,"LFN",35.77
"14653","37257",55.11,"LFN",34.62
"14654","37258",51.27,"LUG",25.45
"14655","37259",46.94,"LFN",36.63
"14656","37260",48.36,"LFN",30.54
"14657","37261",55.9,"LUG",19.2
"14658","37262",40,"LFN",37.06
"14659","37263",48.01,"LUG",26.89
"14660","37264",45.02,"LFN",36.51
"14661","37265",34.81,"LUG",20
"14662","37266",48.12,"LUD",25.61
"14663","37267",49.34,"LUG",23.35
"14664","37268",38.46,"LFN",34.48
"14665","37269",43.92,"LFN",31.34
"14666","37270",44.46,"LUD",26.61
"14667","37271",47.86,"LFN",33.05
"14668","37272",46.6,"LFN",34.48
"14669","37273",49.06,"LFN",29.01
"14670","37274",49.58,"LFN",32.43
"14671","37275",40.59,"LUD",24.56
"14672","37276",43.7,"LFN",35.4
